id,size,color,source,target
,,,China,Chinese
,,,Chinese,"Чжу, Цзицін"
,,,1990 - 2000,China
,,,China,Chinese
,,,Chinese,"Чжу, Цзицін"
,,,1990 - 2000,China
,,,China,Chinese
,,,Chinese,"Чжу, Цзицін"
,,,1990 - 2000,China
,,,China,Chinese
,,,Chinese,"Чжу, Цзицін"
,,,1980 - 1990,China
,,,China,Chinese
,,,Chinese,"Шао, Яньсан"
,,,1980 - 1990,China
,,,China,Chinese
,,,Chinese,"Шао, Яньсан"
,,,1980 - 1990,China
,,,China,Chinese
,,,Chinese,"Шу, Тін [Шу Тхинь]"
,,,1990 - 2000,China
,,,China,Chinese
,,,Chinese,"Шу, Тін [Шу Тхинь]"
,,,1950 - 1960,China
,,,China,English
,,,English,Ю Кван
,,,1960 - 1970,China
,,,China,-
,,,-,"Юань, Шуй-по"
,,,1960 - 1970,China
,,,China,-
,,,-,"Юань, Шуй-по"
,,,1990 - 2000,China
,,,China,Chinese
,,,Chinese,Ян Ліан
,,,1980 - 1990,China
,,,China,Chinese
,,,Chinese,Яо Шаньбі
,,,1960 - 1970,Cyprus
,,,Cyprus,Greek
,,,Greek,"Антіас, Тевкрос"
,,,1960 - 1970,Cyprus
,,,Cyprus,Greek
,,,Greek,"Антіас, Тевкрос"
,,,1970 - 1980,Cyprus
,,,Cyprus,Modern Greek
,,,Modern Greek,"Ліасідіс, Павлос"
,,,1970 - 1980,Cyprus
,,,Cyprus,Modern Greek
,,,Modern Greek,"Ліасідіс, Павлос"
,,,1970 - 1980,Cyprus
,,,Cyprus,Modern Greek
,,,Modern Greek,"Молескіс, Йоргос"
,,,1980 - 1990,Cyprus
,,,Cyprus,Modern Greek
,,,Modern Greek,"Молескіс, Йоргос"
,,,1960 - 1970,Cyprus
,,,Cyprus,Greek
,,,Greek,"Ніколаїдіс, Нікос"
,,,1970 - 1980,Cyprus
,,,Cyprus,Modern Greek
,,,Modern Greek,"Пеоніду, Еллі"
,,,1960 - 1970,Cyprus
,,,Cyprus,Greek
,,,Greek,"Піерідіс, Феодосіє"
,,,1960 - 1970,Cyprus
,,,Cyprus,Greek
,,,Greek,"Піерідіс, Феодосіє"
,,,1970 - 1980,Cyprus
,,,Cyprus,Modern Greek
,,,Modern Greek,"Піліотіс, Ахіллеас"
,,,1960 - 1970,Cyprus
,,,Cyprus,Greek
,,,Greek,"Піліотіс, Ахіллеас"
,,,1960 - 1970,Cyprus
,,,Cyprus,Greek
,,,Greek,"Піліотіс, Ахіллеас"
,,,1960 - 1970,Cyprus
,,,Cyprus,Greek
,,,Greek,"Філакту, Такіс"
,,,1980 - 1990,Colombia
,,,Colombia,Spanish
,,,Spanish,"Велес Кальє, Альваро"
,,,1980 - 1990,Colombia
,,,Colombia,Spanish
,,,Spanish,"Відалес, Луїс"
,,,1970 - 1980,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1970 - 1980,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1980 - 1990,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1970 - 1980,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1990 - 2000,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1990 - 2000,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1990 - 2000,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1990 - 2000,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1970 - 1980,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1970 - 1980,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1970 - 1980,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1970 - 1980,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1970 - 1980,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1980 - 1990,Colombia
,,,Colombia,Spanish
,,,Spanish,"Гарсія [Гарсіа] Маркес, Габріель"
,,,1980 - 1990,Colombia
,,,Colombia,Spanish
,,,Spanish,"Крус Кронфлі, Фернандо"
,,,1980 - 1990,Colombia
,,,Colombia,Spanish
,,,Spanish,"Крус Кронфлі, Фернандо"
,,,1980 - 1990,Colombia
,,,Colombia,Spanish
,,,Spanish,"Крус Кронфлі, Фернандо"
,,,1980 - 1990,Colombia
,,,Colombia,Spanish
,,,Spanish,"Лопес, Луїс Карлос"
,,,1980 - 1990,Colombia
,,,Colombia,Spanish
,,,Spanish,"Луке Муньйос, Ерні"
,,,1960 - 1970,Colombia
,,,Colombia,Spanish
,,,Spanish,"Саламеа, Хорхе"
,,,1990 - 2000,Colombia
,,,Colombia,Spanish
,,,Spanish,"Сільва, Хосе Асунсіон"
,,,1970 - 1980,Democratic Republic of the Congo
,,,Democratic Republic of the Congo,French
,,,French,"Бамба-Дебер, Ва М’Бангі"
,,,1970 - 1980,Democratic Republic of the Congo
,,,Democratic Republic of the Congo,-
,,,-,"Китиква, Жан-Марі"
,,,1980 - 1990,Democratic Republic of the Congo
,,,Democratic Republic of the Congo,French
,,,French,"Лопес, Анрі"
,,,1970 - 1980,Democratic Republic of the Congo
,,,Democratic Republic of the Congo,French
,,,French,"Лопес, Анрі"
,,,1970 - 1980,Democratic Republic of the Congo
,,,Democratic Republic of the Congo,French
,,,French,"Лопес, Анрі"
,,,1970 - 1980,Democratic Republic of the Congo
,,,Democratic Republic of the Congo,French
,,,French,"Лопес, Анрі"
,,,1970 - 1980,Democratic Republic of the Congo
,,,Democratic Republic of the Congo,French
,,,French,"Лопес, Анрі"
,,,1960 - 1970,Democratic Republic of the Congo
,,,Democratic Republic of the Congo,French
,,,French,"Лумумба, Патріс"
,,,1960 - 1970,Democratic Republic of the Congo
,,,Democratic Republic of the Congo,French
,,,French,"Лумумба, Патріс"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Ан, Чі Єн"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Дружина Лі Гака (XV ст.)
,,,1990 - 2000,Korea
,,,Korea,English
,,,English,"Ї, Хіо-Сьок"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Кім, Гван Ук"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Кім, Гван Ук"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Кім, Дін Тхе"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Кім, Саккат"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Кім, Co Ол"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Кім, Сун Дян"
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,"Ко, Хва Єн"
,,,1990 - 2000,Korea
,,,Korea,English
,,,English,"Лі, Бом-Сон"
,,,1980 - 1990,Korea
,,,Korea,Korean
,,,Korean,"Лі, Окпон"
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,"Лі, Тен Бо"
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,"Лі, Тен Бо"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Лі, Хван"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Лі, Хван"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Лі, Хван"
,,,1960 - 1970,Korea
,,,Korea,-
,,,-,"Лі, Хо Нам"
,,,1980 - 1990,Korea
,,,Korea,Korean
,,,Korean,"Лі, Хянгим"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомий автор
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,Невідомі автори
,,,1980 - 1990,Korea
,,,Korea,Korean
,,,Korean,Невідомі поетеси (XIV-XVI ст.)
,,,1980 - 1990,Korea
,,,Korea,Korean
,,,Korean,Невідомі поетеси (XIV-XVI ст.)
,,,1980 - 1990,Korea
,,,Korea,Korean
,,,Korean,Невідомі поетеси (XIV-XVI ст.)
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Пак, Ін Но"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Пак, Ін Но"
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,"Пак, Ін Но"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Пак, Ін Ро"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Пак, Хе Хван"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Сен, Сам Мун"
,,,1990 - 2000,Korea
,,,Korea,English
,,,English,"C, Ki-Вон"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Сон, Хон"
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,"Сон, Чан Ір"
,,,1980 - 1990,Korea
,,,Korea,Korean
,,,Korean,Сорі
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Тен, Сі"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Тен, Чер"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Тен, Чер"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Тен, Чер"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Тен, Чер"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Тен, Чер"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"У, Тхак"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"У, Тхак"
,,,1990 - 2000,Korea
,,,Korea,English
,,,English,"Хан, Малсук"
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,"Хан, Сер Я"
,,,1980 - 1990,Korea
,,,Korea,Korean
,,,Korean,"Хван, Джіні"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Хван, Чін І"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Хван, Чін І"
,,,1980 - 1990,Korea
,,,Korea,Korean
,,,Korean,"Хо, Нансорхон"
,,,1970 - 1980,Korea
,,,Korea,Korean
,,,Korean,"Чве, Чхі Вон"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Чен, Гім"
,,,1960 - 1970,Korea
,,,Korea,Korean
,,,Korean,"Чен, Че Сон"
,,,1980 - 1990,Korea
,,,Korea,Korean
,,,Korean,"Чон, Чхоль"
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,"Юн, Ду Дьо"
,,,1950 - 1960,Korea
,,,Korea,Korean
,,,Korean,"Ян, Са Єн"
,,,1970 - 1980,Costa Rica
,,,Costa Rica,Spanish
,,,Spanish,"Гутьєррес, Хоакін"
,,,1960 - 1970,Costa Rica
,,,Costa Rica,Spanish
,,,Spanish,"Доблес, Фабіан"
,,,1970 - 1980,Costa Rica
,,,Costa Rica,Spanish
,,,Spanish,"Еррера Гарсіа, Адольфо"
,,,1980 - 1990,Costa Rica
,,,Costa Rica,Spanish
,,,Spanish,"Мора, Кармен"
,,,1990 - 2000,Costa Rica
,,,Costa Rica,Spanish
,,,Spanish,"Санчес, Хосе Леон"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Агірре, Мірта"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Агуеро, Омега"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Агуеро, Омега"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Аранго, Анхель"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ареналь, Умберто"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Армандо Фернандес, Пабло"
,,,1990 - 2000,Cuba
,,,Cuba,Spanish
,,,Spanish,"Армандо Фернандес, Пабло"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Аухієр [Аух’єр], Анхель"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Аухієр [Аух’єр], Анхель"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Бобес, Марілін"
,,,1990 - 2000,Cuba
,,,Cuba,Spanish
,,,Spanish,"Бобес, Марілін"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гарсіа Альсола, Ернесто"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гевара, Ернесто Че"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гільєн, Ніколас"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гільєн, Ніколас"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гільєн, Ніколас"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гільєн, Ніколас"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гільєн, Ніколас"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гільєн, Ніколас"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гільєн, Ніколас"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гільєн, Ніколас"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гільєн, Ніколас"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гільєн, Ніколас"
,,,1970 - 1980,Cuba
,,,Cuba,-
,,,-,"Гільєн, Ніколас"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гонсалес де Каскорро, Рауль"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гонсалес де Каскорро, Рауль"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гонсалес де Каскорро, Рауль"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Гонсалес де Каскорро, Рауль"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Діас, Хесус"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Дісго, Елісео"
,,,1980 - 1990,Cuba
,,,Cuba,-
,,,-,"Дісго, Елісео"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Дісго, Елісео"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Дісго, Елісео"
,,,1990 - 2000,Cuba
,,,Cuba,Spanish
,,,Spanish,"Дісго, Елісео"
,,,1990 - 2000,Cuba
,,,Cuba,Spanish
,,,Spanish,"Дісго, Елісео"
,,,1990 - 2000,Cuba
,,,Cuba,Spanish
,,,Spanish,"Дісго, Елісео"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Дора, Алонсо"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Есківель, Сіра Андрес"
,,,1970 - 1980,Cuba
,,,Cuba,-
,,,-,"Кабрера, Теодоро"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Кардосо, Онеліо Хорхе"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Карпентьєр, Алехо"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Карпентьєр, Алехо"
,,,1970 - 1980,Cuba
,,,Cuba,-
,,,-,"Карпентьєр, Алехо"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Карпентьєр, Алехо"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Карпентьєр, Алехо"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Карріон, Мігель де"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Кінтеро, Араміс"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Кольясо, Мігель"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Кофіньйо, Мануель"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Кофіньйо, Мануель"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Крус, Мері"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Леанте, Сесар"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Лемус, Умберто Нуньес"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Лесама Ліма, Хосе"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Луїс, Рауль"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Марре, Луїс"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Марре, Луїс"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Марре, Луїс"
,,,1970 - 1980,Cuba
,,,Cuba,-
,,,-,"Марті, Хосе"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Марті, Хосе"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Марті, Хосе"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Мартінес Матос, Хосе"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Мартінес Матос, Хосе"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Мартінес Матос, Хосе"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Мартінес Матос, Хосе"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Наборі, Індіо (Хесус Руїс Орта)"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Наборі, Індіо (Хесус Руїс Орта)"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Наборі, Індіо (Хесус Руїс Орта)"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Наваррете, Дієго"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Наваррете, Дієго"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Наварро, Ноель"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Наварро, Освальдо"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ногерас, Луїс Рохеліо"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ногерас, Луїс Рохеліо"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ногерас, Луїс Рохеліо"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Нуньєс, Віктор Родрігес"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Олівер Лабра, Карільда"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ораа, Педро де"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ораа, Педро де"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ораа, Педро де"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ораа, Педро де"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ораа, Франсіско де"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ораа, Франсіско де"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Отеро, Хосе Мануель"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Піта Родрігес, Фелікс"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Піта Родрігес, Фелікс"
,,,1970 - 1980,Cuba
,,,Cuba,-
,,,-,"Піта Родрігес, Фелікс"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Піта Родрігес, Фелікс"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Піта Родрігес, Фелікс"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,Риверон
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ріверо, Рауль"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Ріверо, Рауль"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Родрігес, Рейна-Марія"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Солер Пуїг, Хосе"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Солер Пуїг, Хосе"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Солер Пуїг, Хосе"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Суардіас, Луїс"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Суардіас, Луїс"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Суардіас, Луїс"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Сумбадо, Ектор"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Сумбадо, Ектор"
,,,1960 - 1970,Cuba
,,,Cuba,-
,,,-,"Техера, Наваріа"
,,,1980 - 1990,Cuba
,,,Cuba,-
,,,-,"Фейхоо, Самуель"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фейхоо, Самуель"
,,,1980 - 1990,Cuba
,,,Cuba,-
,,,-,"Фейхоо, Самуель"
,,,1980 - 1990,Cuba
,,,Cuba,-
,,,-,"Фейхоо, Самуель"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фейхоо, Самуель"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фернандес, Отто"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фернандес Ретамар, Роберто"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фернандес Ретамар, Роберто"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фернандес Ретамар, Роберто"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фернандес Ретамар, Роберто"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фернандес Ретамар, Роберто"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Феррер, Рауль"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Феррер, Рауль"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Феррер, Рауль"
,,,1980 - 1990,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фуентес, Адольфо Марті"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фуентес, Хосе Лоренсо"
,,,1960 - 1970,Cuba
,,,Cuba,Spanish
,,,Spanish,"Фуентес, Хосе Лоренсо"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Хаміс, Файяд"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Хаміс, Файяд"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Хаміс, Файяд"
,,,1970 - 1980,Cuba
,,,Cuba,Spanish
,,,Spanish,"Хаміс, Файяд"
,,,1980 - 1990,Cuba
