id,size,color,source,target
,,,German,"Мільднер, Гейнц"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Мюльбергер, Йозеф"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Нахбар, Герберт"
,,,1930 - 1940,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Небель, Зігфрід"
,,,1950 - 1960,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Нель, Петер"
,,,1920 - 1930,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Огмар, Онги"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Опітц, Карл Людвіг"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Опітц, Карл Людвіг"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Опітц, Карл Людвіг"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Опітц, Карл Людвіг"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Опітц, Карл Людвіг"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Опітц, Карл Людвіг"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Опіц, Мартін"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Опіц, Мартін"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Паніц, Ебергард"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Паніц, Ебергард"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Паніц, Ебергард"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Паніц, Ебергард"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Паніц, Ебергард"
,,,1950 - 1960,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Петерсен, Ян"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Плудра, Бенно"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Плятен-Галлермюцде, Август граф фон"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Подевільс, Клеменс"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Пордцік, Ральф"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Пордцік, Ральф"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Рашер, Ганс"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Редінг, Йозеф"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Редінг, Йозеф"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Редінг, Йозеф"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Редінг, Йозеф"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Редінг, Йозеф"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Редінг, Йозеф"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Редінг, Йозеф"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Редінг, Йозеф"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Ремарк, Еріх Марія"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Ремарк, Еріх Марія"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Ремарк, Еріх Марія"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Ріхтер, Егон"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Розецдорфер, Герберт"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Розенлехер, Томас"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Розенлехер, Томас"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Рот, Еуген"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Румп, Бернд"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Рюккерт, Фрідріх"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Сакс, Ганс"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Сакс, Ганс"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Сакс, Неллі"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Салюс, Гуго"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Сілезіус, Ангелюс"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Сімон, Ерік"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Сімон, Ерік"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Тевс, Вільгельм"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Тевс, Вільгельм"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Терне, Фолькер фон"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Терне, Фолькер фон"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Тільгнер, Вольфганг"
,,,1930 - 1940,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Тухольський, Курт"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Угу, Петер"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Угу, Петер"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Узе, Бодо"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Ульбріх, Бернд"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Унгер, Фред"
,,,1950 - 1960,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Фейхтвангер, Ліон"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Фейхтвангер, Ліон"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Фогельвайде, Вальтер фон дер"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Фогельвайде, Вальтер фон дер"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,Middle High German
,,,Middle High German,"Фогельвайде, Вальтер фон дер"
,,,1930 - 1940,Germany. German Literature
,,,Germany. German Literature,-
,,,-,"Франк, Леонард"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,Italian
,,,Italian,Фрідріх II Гогенштавфен
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Фукс, Герд"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Фукс, Герд"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Фюман, Франц"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Фюман, Франц"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Фюрнберг, Луїс"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,-
,,,-,"Фюрнберг, Луїс"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Фюрнберг, Луїс"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Хаан, Рональд М"
,,,1950 - 1960,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Цвейг, Арнольд"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Ціммерлінг, Макс"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Ціммерлінг, Макс"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Ціммерлінг, Макс"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Ціммерлінг, Макс"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Ціргібель, Герберт"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шварц, Клаус-Петер"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шедліх, Курт"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шіллер, Фрідріх [Йоганн Фрідріх]"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шіллер, Фрідріх [Йоганн Фрідріх]"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шіллер, Фрідріх [Йоганн Фрідріх]"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шіллер, Фрідріх [Йоганн Фрідріх]"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шіллер, Фрідріх [Йоганн Фрідріх]"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шірцдінг, Альберт фон"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шмід-Зас, Альфред"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шпехт, Йоахім"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шпрангер, Гюнтер"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шрайєр, Вольфганг"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шрайєр, Вольфганг"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Штайн, Гюнтер"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Штайнманн, Ганс-Юрген"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,Rothenburg dialect
,,,Rothenburg dialect,"Штаудагер, Вільгельм"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,-
,,,-,"Штенгель, Ганс Георг"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,-
,,,-,"Штенгель, Ганс Георг"
,,,1950 - 1960,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Штерн, Курт"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шторм, Теодор"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шульц, Йо"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шульц, Макс Вальтер"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шульце, Аксель"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шульце, Аксель"
,,,1960 - 1970,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шульце, Фріц"
,,,1970 - 1980,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шютт, Петер"
,,,1980 - 1990,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Шютт, Петер"
,,,1990 - 2000,Germany. German Literature
,,,Germany. German Literature,German
,,,German,"Юнгер, Ернст"
,,,1970 - 1980,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,German
,,,German,"Брезан [Брєзан], Юрій"
,,,1960 - 1970,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Upper Sorbian language
,,,Upper Sorbian language,"Брезан [Брєзан], Юрій"
,,,1960 - 1970,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,German
,,,German,"Брезан [Брєзан], Юрій"
,,,1960 - 1970,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Upper Sorbian language
,,,Upper Sorbian language,"Брезан [Брєзан], Юрій"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Брезан [Брєзан], Юрій"
,,,1960 - 1970,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,German
,,,German,"Брезан [Брєзан], Юрій"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Будар, Бено"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Будар, Бено"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Будар, Бено"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Дирліх, Бенедікт"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Коварьова, Лора"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Кох, Юрій"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Кравцец, Марія"
,,,1970 - 1980,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Лайнерт, Ян"
,,,1970 - 1980,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Лібш, Герат"
,,,1970 - 1980,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Лібш, Герат"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Лоренц, Кіто"
,,,1970 - 1980,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Лоренц, Кіто"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Лоренц, Кіто"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Малінк, Петр"
,,,1970 - 1980,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Метшк, Фрідо"
,,,1970 - 1980,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Млинк [Млиньк], Юрій"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Млинк [Млиньк], Юрій"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Млинкова, Марія"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Навка, Томаш"
,,,1970 - 1980,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Скала, Ян"
,,,1980 - 1990,Germany. Sorbian Literature
,,,Germany. Sorbian Literature,Sorbian
,,,Sorbian,"Стахова, Ангела"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Андерсен, Астрід Єртенес"
,,,1990 - 2000,Norway
,,,Norway,Norwegian
,,,Norwegian,"Берецен, Одд"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Брекке, Поль"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Брекке, Поль"
,,,1960 - 1970,Norway
,,,Norway,-
,,,-,"Бронкен, Пер"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Брюгейм, Ян Магнус"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Гагеруп, Інгер"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Гауге, Улав Г"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Гольм, Петер Р"
,,,1970 - 1980,Norway
,,,Norway,Norwegian
,,,Norwegian,"Греносет, Дагфін"
,,,1980 - 1990,Norway
,,,Norway,Norwegian
,,,Norwegian,"Йєнсен, Улав"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Йонсон, Тур"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Мерен, Стейн"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Мурен-Весос, Гальдіс"
,,,1980 - 1990,Norway
,,,Norway,Norwegian
,,,Norwegian,"Недреос, Турборг"
,,,1980 - 1990,Norway
,,,Norway,Norwegian
,,,Norwegian,"Недреос, Турборг"
,,,1980 - 1990,Norway
,,,Norway,Norwegian
,,,Norwegian,"Недреос, Турборг"
,,,1990 - 2000,Norway
,,,Norway,Norwegian
,,,Norwegian,"Нессе, Осе Марія"
,,,1960 - 1970,Norway
,,,Norway,-
,,,-,"Нільсен, Рудольф"
,,,1980 - 1990,Norway
,,,Norway,Norwegian
,,,Norwegian,"Рюд, Нільс Юган"
,,,1990 - 2000,Norway
,,,Norway,Norwegian
,,,Norwegian,"Сталесен, Гуннар"
,,,1970 - 1980,Norway
,,,Norway,-
,,,-,"Юганнесен, Георг"
,,,1970 - 1980,Norway
,,,Norway,Norwegian
,,,Norwegian,"Якобсен, Рольф"
,,,1980 - 1990,Norway
,,,Norway,Norwegian
,,,Norwegian,"Якобсен, Рольф"
,,,1980 - 1990,Pakistan
,,,Pakistan,English
,,,English,"Заман, Фахр"
,,,1970 - 1980,Pakistan
,,,Pakistan,Urdu
,,,Urdu,"Касмі, Ахмад Надім"
,,,1970 - 1980,Pakistan
,,,Pakistan,-
,,,-,"Фаїз, Ахмад Фаїз"
,,,1980 - 1990,Palestine
,,,Palestine,Arabic
,,,Arabic,"Бадр, Ліана"
,,,1980 - 1990,Palestine
,,,Palestine,Arabic
,,,Arabic,"Бсісу, Муїн"
,,,1970 - 1980,Palestine
,,,Palestine,-
,,,-,"Дахбур, Ахмед"
,,,1980 - 1990,Palestine
,,,Palestine,Arabic
,,,Arabic,"Дервіш, Махмуд"
,,,1970 - 1980,Palestine
,,,Palestine,Arabic
,,,Arabic,"Канафані, Гасан"
,,,1970 - 1980,Palestine
,,,Palestine,Arabic
,,,Arabic,"Канафані, Гасан"
,,,1970 - 1980,Palestine
,,,Palestine,Arabic
,,,Arabic,Фата-с-Савра
,,,1980 - 1990,Palestine
,,,Palestine,Author. Arabic
,,,Author. Arabic,"Шехаде, Мухаммед"
,,,1970 - 1980,Panama
,,,Panama,Spanish
,,,Spanish,"Лерма, Баярд"
,,,1960 - 1970,Panama
,,,Panama,Spanish
,,,Spanish,"Лідіо, Дімас"
,,,1980 - 1990,Panama
,,,Panama,Spanish
,,,Spanish,"Чангмарін, Карлос Франсіско"
,,,1970 - 1980,Paraguay
,,,Paraguay,Spanish
,,,Spanish,"Гарсете, Карлос"
,,,1970 - 1980,Paraguay
,,,Paraguay,Spanish
,,,Spanish,"Роа Бастос, Аугусто"
,,,1980 - 1990,Paraguay
,,,Paraguay,Spanish
,,,Spanish,"Роа Бастос, Аугусто"
,,,1980 - 1990,Paraguay
,,,Paraguay,Spanish
,,,Spanish,"Роа Бастос, Аугусто"
,,,1980 - 1990,Paraguay
,,,Paraguay,Spanish
,,,Spanish,"Роа Бастос, Аугусто"
,,,1980 - 1990,Paraguay
,,,Paraguay,Spanish
,,,Spanish,"Роа Бастос, Аугусто"
,,,1980 - 1990,Paraguay
,,,Paraguay,Spanish
,,,Spanish,"Роа Бастос, Аугусто"
,,,1960 - 1970,Paraguay
,,,Paraguay,Spanish
,,,Spanish,"Ромеро, Елвіо [Ельвіо]"
,,,1970 - 1980,Paraguay
,,,Paraguay,Spanish
,,,Spanish,"Ромеро, Елвіо [Ельвіо]"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Абрагамс, Пітер"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Абрагамс, Пітер"
,,,1990 - 2000,South Africa
,,,South Africa,English
,,,English,"Босман, Герман Чарлз"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Брутус, Денніс"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Брутус, Денніс"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Ван Вік, Крістофер"
,,,1960 - 1970,South Africa
,,,South Africa,English
,,,English,Гвала Т
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Еванс, Девід"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Коуп, Джек"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Коуп, Джек"
,,,1960 - 1970,South Africa
,,,South Africa,English
,,,English,"Коуп, Джек"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,Кумало А. Н. С
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Кунене, Мезісі"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Ла Гума, Алекс"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Ла Гума, Алекс"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Левін, Х’ю"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Мабуза, Ліндіве"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Маккей, Ілва"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Маккей, Ілва"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Маконезе, Фезека"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Мандела, Зінсісва"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Матлу, Ребекка"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Матлу, Ребекка"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Мтшалі, Освальд Р"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Мтшалі, Освальд Р"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Мтшалі, Освальд Р"
,,,1990 - 2000,South Africa
,,,South Africa,English
,,,English,"Мхлопе, Гсіна"
,,,1960 - 1970,South Africa
,,,South Africa,English
,,,English,"Пейтон, Алан"
,,,1960 - 1970,South Africa
,,,South Africa,English
,,,English,"Пейтон, Алан"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Пієтерсе, Космо"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Пієтерсе, Космо"
,,,1990 - 2000,South Africa
,,,South Africa,English
,,,English,"Рук, Дафне"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Сероте, Монгане Уоллі"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Уїтмен, Скарлет"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Уїтмен, Скарлет"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Фейнберг, Баррі"
,,,1970 - 1980,South Africa
,,,South Africa,English
,,,English,"Фейнберг, Баррі"
,,,1980 - 1990,South Africa
,,,South Africa,English
,,,English,"Фейнберг, Баррі"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Анджеєвський, Єжи"
,,,1980 - 1990,Poland
,,,Poland,Polish
,,,Polish,"Асник, Адам"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Аудерська, Галина"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Бардієвський, Генрік"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Бжехва, Ян"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Боровський, Тадеуш"
,,,1990 - 2000,Poland
,,,Poland,Polish
,,,Polish,"Бохенський, Яцек"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Брандис, Казімеж"
,,,1990 - 2000,Poland
,,,Poland,Polish
,,,Polish,"Бриль, Ернест"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Бронєвський [Броневський], Владислав"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Бронєвський [Броневський], Владислав"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Бронєвський [Броневський], Владислав"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Бронєвський [Броневський], Владислав"
,,,1950 - 1960,Poland
,,,Poland,Polish
,,,Polish,"Бронєвський [Броневський], Владислав"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Брудзинський [Брудзінський], Вєслав [Веслав]"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Брудзинський [Брудзінський], Вєслав [Веслав]"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Брудзинський [Брудзінський], Вєслав [Веслав]"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Брудзинський [Брудзінський], Вєслав [Веслав]"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Брудзинський [Брудзінський], Вєслав [Веслав]"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Брудзинський [Брудзінський], Вєслав [Веслав]"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Брудзинський [Брудзінський], Вєслав [Веслав]"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Брудзинський [Брудзінський], Вєслав [Веслав]"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Брудзинський [Брудзінський], Вєслав [Веслав]"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Брудзинський [Брудзінський], Вєслав [Веслав]"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Бунш, Кароль"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Важик, Адам"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Варненська, Моніка"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Варненська, Моніка"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Василевський, Марек Антоні"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Василевський, Марек Антоні"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Вашневський (Дубуш), Йозеф"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Вашневський (Дубуш), Йозеф"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Вечорек, Богуслав"
,,,1960 - 1970,Poland
,,,Poland,-
,,,-,"Вечорек, Богуслав"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Вечорек, Богуслав"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Вечорек, Богуслав"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Вечорек, Богуслав"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Вечорек, Богуслав"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Вілінська, Йоанна [Іоанна]"
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,Вілінська Іоанна & Новицький Анджей
,,,1960 - 1970,Poland
,,,Poland,Polish
,,,Polish,"Віттлін, Єжи"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Ворцель, Генрік"
,,,1970 - 1980,Poland
,,,Poland,Polish
,,,Polish,"Галчинськи [Галчинський], Константи Ільдефонс"
,,,1970 - 1980,Poland
,,,Poland,Polish
